date,channel,campaign,segment,geo,spend,impressions,clicks,leads,MQLs,SQLs,opportunities,closed_won,CAC,CPL,CTR,CVR_stagewise,ROI
2024-03-13,Content Marketing,Webinar Series,ENT,Canada,599.27,119854,2565,108,74,23,19,3,181.66,5.52,0.0214,0.0423,1099.94
2024-03-14,Google Ads,Q3 Feature,SMB,US,4262.06,284137,12586,1069,841,232,196,53,80.09,3.98,0.0443,0.085,311.13
2024-03-14,Google Ads,Product Launch,MM,EU,6582.17,438811,15247,1501,1046,311,225,45,144.33,4.38,0.0347,0.0985,518.66
2024-03-14,Google Ads,Q3 Feature,ENT,APAC,4063.23,270882,10897,550,404,143,104,17,227.81,7.39,0.0402,0.0505,876.91
2024-03-14,Facebook Ads,Q1 Brand,SMB,APAC,2571.33,321415,6547,498,317,86,68,17,151.13,5.16,0.0204,0.0762,164.42
2024-03-14,Facebook Ads,Q3 Feature,MM,US,2331.86,291482,6055,288,206,67,54,10,212.14,8.08,0.0208,0.0476,352.55
2024-03-14,Facebook Ads,Q3 Feature,ENT,Canada,2160.46,270057,6715,297,207,68,48,9,230.35,7.27,0.0249,0.0443,867.25
2024-03-14,LinkedIn,Q4 Holiday,SMB,Canada,737.23,29489,1735,173,107,41,34,8,89.76,4.24,0.0589,0.1001,277.53
2024-03-14,LinkedIn,Q4 Holiday,MM,APAC,432.03,17281,640,69,42,10,9,1,222.5,6.26,0.037,0.1078,336.07
2024-03-14,LinkedIn,Q2 Demo,ENT,Canada,2056.7,82267,4041,190,115,28,25,3,555.75,10.79,0.0491,0.0472,358.87
2024-03-14,Content Marketing,Product Launch,SMB,Canada,1485.94,297188,3906,445,284,86,75,21,67.8,3.34,0.0131,0.1139,367.72
2024-03-14,Content Marketing,Q3 Feature,MM,APAC,1197.86,239571,4863,510,348,103,73,15,79.82,2.35,0.0203,0.1049,938.57
2024-03-14,Content Marketing,Q1 Brand,ENT,Canada,719.07,143813,1646,80,55,18,13,2,340.76,8.96,0.0114,0.0487,585.92
2024-03-15,Google Ads,Q1 Brand,SMB,Canada,7573.86,504924,17327,2283,1675,377,335,99,75.81,3.32,0.0343,0.1318,328.75
2024-03-15,Google Ads,Webinar Series,MM,EU,5527.11,368474,11684,992,738,258,192,37,146.76,5.57,0.0317,0.0849,510.04
2024-03-15,Google Ads,Webinar Series,ENT,APAC,8127.07,541804,15140,679,538,203,153,24,337.15,11.95,0.0279,0.0449,592.22
2024-03-15,Facebook Ads,Q3 Feature,SMB,US,3074.86,384357,9714,490,351,121,95,21,140.44,6.26,0.0253,0.0505,177.01
2024-03-15,Facebook Ads,Q1 Brand,MM,APAC,4447.8,555974,13206,1000,772,225,169,34,129.03,4.44,0.0238,0.0758,580.25
2024-03-15,Facebook Ads,Product Launch,ENT,APAC,2893.47,361683,4890,224,168,36,29,5,559.44,12.9,0.0135,0.0459,356.5
2024-03-15,LinkedIn,Q3 Feature,SMB,Canada,501.47,20058,635,65,49,17,13,2,216.4,7.7,0.0317,0.1024,114.53
2024-03-15,LinkedIn,Webinar Series,MM,Canada,532.69,21307,1101,89,64,20,15,1,318.88,5.97,0.0517,0.0809,234.2
2024-03-15,LinkedIn,Q2 Demo,ENT,Canada,1340.52,53620,2422,127,79,28,25,4,281.32,10.5,0.0452,0.0527,709.93
2024-03-15,Content Marketing,Q3 Feature,SMB,Canada,955.32,191063,3157,385,239,92,68,13,72.05,2.48,0.0165,0.122,345.96
2024-03-15,Content Marketing,Q1 Brand,MM,APAC,830.74,166148,1747,192,133,31,23,4,196.55,4.32,0.0105,0.1101,380.58
2024-03-15,Content Marketing,Webinar Series,ENT,Canada,645.61,129122,1948,131,97,37,33,7,91.7,4.89,0.0151,0.0677,2180.03
2024-03-16,Google Ads,Q3 Feature,SMB,US,4400.15,293343,8736,1015,611,176,125,35,125.4,4.33,0.0298,0.1162,198.37
2024-03-16,Google Ads,Q1 Brand,MM,Canada,1970.89,131392,5103,696,538,179,140,25,78.62,2.83,0.0388,0.1364,953.01
2024-03-16,Google Ads,Q3 Feature,ENT,EU,5130.52,342034,9490,596,377,136,119,19,266.04,8.6,0.0277,0.0629,750.77
2024-03-16,Facebook Ads,Q1 Brand,SMB,EU,2782.31,347789,7490,821,583,122,86,24,113.41,3.38,0.0215,0.1097,219.44
2024-03-16,Facebook Ads,Webinar Series,MM,Canada,2566.13,320765,8624,531,389,78,67,11,217.21,4.83,0.0269,0.0616,344.28
2024-03-16,Facebook Ads,Q1 Brand,ENT,EU,2679.9,334987,3477,102,81,26,18,2,1220.36,26.15,0.0104,0.0295,162.89
2024-03-16,LinkedIn,Q1 Brand,SMB,EU,704.57,28182,1219,121,91,29,23,5,125.38,5.81,0.0433,0.0993,198.4
2024-03-16,LinkedIn,Product Launch,MM,APAC,250.85,10034,498,76,50,19,17,3,69.51,3.26,0.0497,0.1542,1078.0
2024-03-16,LinkedIn,Q3 Feature,ENT,Canada,1808.06,72322,3386,168,106,42,30,3,486.04,10.74,0.0468,0.0497,410.49
2024-03-16,Content Marketing,Webinar Series,SMB,US,319.15,63830,917,80,55,14,12,3,97.03,3.98,0.0144,0.0875,256.65
2024-03-16,Content Marketing,Webinar Series,MM,EU,844.4,168879,2965,239,158,43,30,6,124.5,3.53,0.0176,0.0807,601.39
2024-03-16,Content Marketing,Product Launch,ENT,Canada,781.04,156207,3268,87,64,13,10,2,326.77,8.97,0.0209,0.0266,611.06
2024-03-17,Google Ads,Q3 Feature,SMB,APAC,6046.38,403092,11749,1540,990,368,327,60,99.84,3.93,0.0291,0.1311,249.4
2024-03-17,Google Ads,Q4 Holiday,MM,US,1723.26,114884,4240,425,300,116,91,13,126.86,4.05,0.0369,0.1004,590.18
2024-03-17,Google Ads,Webinar Series,ENT,EU,4839.54,322636,15678,373,257,75,63,9,496.38,12.97,0.0486,0.0238,401.91
2024-03-17,Facebook Ads,Webinar Series,SMB,APAC,2828.31,353539,7697,922,653,152,130,28,98.6,3.07,0.0218,0.1198,252.55
2024-03-17,Facebook Ads,Q4 Holiday,MM,APAC,3295.23,411904,7845,550,389,144,114,31,105.28,5.99,0.019,0.0701,711.41
2024-03-17,Facebook Ads,Product Launch,ENT,APAC,2875.48,359434,3827,117,91,30,25,4,710.49,24.53,0.0106,0.0306,280.5
2024-03-17,LinkedIn,Q2 Demo,SMB,US,543.79,21751,814,26,18,4,3,0,543.79,20.66,0.0374,0.0323,41.27
2024-03-17,LinkedIn,Q1 Brand,MM,EU,866.84,34673,1747,112,89,23,18,3,254.13,7.7,0.0504,0.0644,294.13
2024-03-17,LinkedIn,Q4 Holiday,ENT,Canada,1945.49,77819,3525,184,121,25,18,3,540.95,10.53,0.0453,0.0524,368.72
2024-03-17,Content Marketing,Webinar Series,SMB,US,1094.09,218818,3719,536,365,99,74,25,43.65,2.04,0.017,0.1442,571.78
2024-03-17,Content Marketing,Q3 Feature,MM,APAC,1107.5,221500,2527,111,72,26,21,2,455.56,9.92,0.0114,0.0442,163.63
2024-03-17,Content Marketing,Product Launch,ENT,Canada,439.36,87871,1427,52,38,10,8,1,309.52,8.4,0.0162,0.0366,645.17
2024-03-18,Google Ads,Q2 Demo,SMB,APAC,1664.64,110975,3481,380,278,92,70,15,108.47,4.38,0.0314,0.1092,229.48
2024-03-18,Google Ads,Product Launch,MM,Canada,2937.16,195810,6608,503,325,83,60,12,233.23,5.83,0.0337,0.0762,320.57
2024-03-18,Google Ads,Q2 Demo,ENT,US,4046.69,269779,9835,544,363,124,100,12,326.93,7.43,0.0365,0.0554,610.76
2024-03-18,Facebook Ads,Q2 Demo,SMB,US,3783.97,472995,7060,871,599,151,124,24,152.28,4.34,0.0149,0.1235,163.17
2024-03-18,Facebook Ads,Q4 Holiday,MM,EU,1521.22,190152,5075,316,220,60,53,8,171.88,4.81,0.0267,0.0623,435.36
2024-03-18,Facebook Ads,Product Launch,ENT,Canada,1609.41,201175,2858,190,138,44,34,4,337.9,8.46,0.0142,0.0665,590.89
2024-03-18,LinkedIn,Q1 Brand,SMB,APAC,507.51,20300,1112,130,95,19,16,2,241.21,3.88,0.0548,0.1175,102.64
2024-03-18,LinkedIn,Product Launch,MM,APAC,102.04,4081,158,12,8,2,1,0,102.04,8.5,0.0389,0.0756,225.03
2024-03-18,LinkedIn,Product Launch,ENT,US,2252.87,90114,3984,274,170,47,36,5,379.58,8.21,0.0442,0.0689,525.89
2024-03-18,Content Marketing,Webinar Series,SMB,APAC,1326.58,265316,4146,438,321,99,85,23,56.26,3.03,0.0156,0.1057,443.35
2024-03-18,Content Marketing,Q3 Feature,MM,EU,1193.24,238647,3638,138,99,38,33,5,216.1,8.64,0.0152,0.0379,346.06
2024-03-18,Content Marketing,Product Launch,ENT,EU,1076.11,215222,2649,109,71,25,18,3,338.92,9.79,0.0123,0.0415,589.11
2024-03-19,Google Ads,Q3 Feature,SMB,EU,5154.38,343625,6460,1164,781,252,205,56,92.0,4.43,0.0188,0.1802,270.74
2024-03-19,Google Ads,Q1 Brand,MM,EU,8131.99,542132,21660,1550,967,236,189,36,223.52,5.24,0.04,0.0716,334.54
2024-03-19,Google Ads,Q2 Demo,ENT,EU,5739.33,382621,15624,640,436,121,89,16,345.75,8.96,0.0408,0.041,577.46
2024-03-19,Facebook Ads,Q4 Holiday,SMB,US,3134.33,391791,6819,990,734,285,223,49,62.76,3.16,0.0174,0.1453,397.34
2024-03-19,Facebook Ads,Q3 Feature,MM,APAC,2554.35,319293,9008,545,347,104,84,24,106.41,4.69,0.0282,0.0605,703.8
2024-03-19,Facebook Ads,Q4 Holiday,ENT,EU,3602.96,450370,10439,401,298,89,78,12,286.23,8.97,0.0232,0.0385,697.74
2024-03-19,LinkedIn,Webinar Series,SMB,US,637.17,25486,652,88,53,12,10,2,286.53,7.17,0.0256,0.1361,86.25
2024-03-19,LinkedIn,Q1 Brand,MM,APAC,590.63,23625,1112,116,78,15,11,2,208.02,5.09,0.0471,0.1043,359.54
2024-03-19,LinkedIn,Q4 Holiday,ENT,Canada,2995.69,119827,5815,429,302,65,47,6,469.55,6.97,0.0485,0.0739,424.94
2024-03-19,Content Marketing,Webinar Series,SMB,Canada,1149.58,229916,3968,610,387,122,107,20,56.39,1.88,0.0173,0.1538,442.32
2024-03-19,Content Marketing,Q4 Holiday,MM,US,1345.79,269158,3054,278,185,45,34,5,255.75,4.83,0.0113,0.0912,292.26
2024-03-19,Content Marketing,Q2 Demo,ENT,APAC,569.39,113878,1510,32,24,9,7,1,567.69,17.63,0.0133,0.0214,351.31
2024-03-20,Google Ads,Product Launch,SMB,US,5299.42,353294,15071,2068,1453,479,421,87,60.79,2.56,0.0427,0.1372,410.23
2024-03-20,Google Ads,Q4 Holiday,MM,Canada,6357.6,423839,14435,1128,813,215,193,51,123.43,5.63,0.0341,0.0782,606.63
2024-03-20,Google Ads,Product Launch,ENT,APAC,4523.36,301557,10800,713,436,89,70,7,611.61,6.34,0.0358,0.0661,326.01
2024-03-20,Facebook Ads,Q2 Demo,SMB,EU,2297.34,287167,3554,333,246,74,55,12,185.37,6.88,0.0124,0.0939,133.87
2024-03-20,Facebook Ads,Q2 Demo,MM,Canada,3862.54,482817,6382,636,472,157,125,29,132.17,6.07,0.0132,0.0997,566.46
2024-03-20,Facebook Ads,Webinar Series,ENT,US,2645.23,330653,6757,469,328,89,67,11,235.09,5.64,0.0204,0.0694,849.74
2024-03-20,LinkedIn,Q1 Brand,SMB,EU,775.44,31017,1680,179,135,42,37,10,71.43,4.32,0.0542,0.1069,348.98
2024-03-20,LinkedIn,Q3 Feature,MM,EU,853.21,34128,2391,279,221,47,33,7,115.04,3.05,0.0701,0.1169,650.97
2024-03-20,LinkedIn,Q2 Demo,ENT,APAC,2024.66,80986,4170,185,114,40,34,7,264.69,10.9,0.0515,0.0445,754.61
2024-03-20,Content Marketing,Product Launch,SMB,EU,662.42,132484,1552,167,120,46,38,10,61.56,3.96,0.0117,0.1077,405.09
2024-03-20,Content Marketing,Q3 Feature,MM,APAC,1512.2,302439,3837,189,151,52,43,7,209.76,7.99,0.0127,0.0493,356.55
2024-03-20,Content Marketing,Q1 Brand,ENT,APAC,866.67,173334,2525,128,96,29,25,3,247.68,6.75,0.0146,0.0508,806.48
2024-03-21,Google Ads,Q2 Demo,SMB,APAC,4857.33,323822,10578,1151,707,276,205,35,136.68,4.22,0.0327,0.1088,181.9
2024-03-21,Google Ads,Q2 Demo,MM,APAC,4796.71,319780,12921,1044,820,165,140,29,161.25,4.59,0.0404,0.0808,464.11
2024-03-21,Google Ads,Webinar Series,ENT,US,4755.94,317062,9163,468,330,75,52,9,523.54,10.16,0.0289,0.0511,381.02
2024-03-21,Facebook Ads,Webinar Series,SMB,EU,3706.23,463278,9688,1380,849,272,199,38,95.16,2.68,0.0209,0.1425,261.71
2024-03-21,Facebook Ads,Webinar Series,MM,EU,2104.65,263080,6380,868,550,191,145,24,87.12,2.42,0.0243,0.1361,859.87
2024-03-21,Facebook Ads,Q2 Demo,ENT,APAC,2046.11,255763,5578,215,147,36,31,5,405.32,9.51,0.0218,0.0386,492.43
2024-03-21,LinkedIn,Webinar Series,SMB,US,610.39,24415,1023,118,85,18,14,3,163.46,5.15,0.0419,0.1159,151.95
2024-03-21,LinkedIn,Q1 Brand,MM,US,690.05,27602,1557,70,47,10,8,2,332.86,9.76,0.0564,0.0454,224.32
2024-03-21,LinkedIn,Q1 Brand,ENT,APAC,2934.3,117372,5318,201,134,27,21,2,1196.28,14.53,0.0453,0.038,166.18
2024-03-21,Content Marketing,Product Launch,SMB,EU,1008.54,201707,3038,54,33,12,8,2,373.26,18.4,0.0151,0.018,65.98
2024-03-21,Content Marketing,Webinar Series,MM,Canada,995.03,199005,3393,319,193,61,49,9,105.12,3.11,0.017,0.0942,712.44
2024-03-21,Content Marketing,Webinar Series,ENT,US,891.09,178217,1907,132,79,30,22,3,224.7,6.74,0.0107,0.0694,889.06
2024-03-22,Google Ads,Q4 Holiday,SMB,APAC,3840.46,256030,7400,1081,704,143,107,29,131.67,3.55,0.0289,0.1461,188.87
2024-03-22,Google Ads,Product Launch,MM,APAC,2776.38,185091,5991,238,187,71,58,11,233.33,11.65,0.0324,0.0398,320.43
2024-03-22,Google Ads,Q4 Holiday,ENT,EU,3123.2,208213,5053,372,257,95,84,11,279.58,8.39,0.0243,0.0737,714.37
2024-03-22,Facebook Ads,Product Launch,SMB,Canada,3711.19,463899,5710,409,317,73,58,13,277.26,9.07,0.0123,0.0716,89.17
2024-03-22,Facebook Ads,Q3 Feature,MM,Canada,4591.4,573925,13491,1391,993,285,203,38,119.87,3.3,0.0235,0.1031,624.67
2024-03-22,Facebook Ads,Q1 Brand,ENT,US,4315.63,539453,10476,700,489,109,76,12,347.11,6.16,0.0194,0.0668,575.18
2024-03-22,LinkedIn,Q2 Demo,SMB,Canada,716.6,28663,1012,96,67,19,15,4,159.73,7.39,0.0353,0.0957,155.52
2024-03-22,LinkedIn,Q4 Holiday,MM,Canada,397.91,15916,662,29,23,5,4,1,383.35,13.48,0.0416,0.0446,194.64
2024-03-22,LinkedIn,Q4 Holiday,ENT,EU,3145.96,125838,7777,253,184,38,27,5,580.52,12.42,0.0618,0.0326,343.52
2024-03-22,Content Marketing,Q3 Feature,SMB,EU,1647.92,329584,3103,316,214,56,44,12,134.48,5.21,0.0094,0.1019,184.9
2024-03-22,Content Marketing,Q3 Feature,MM,APAC,1003.67,200733,2290,168,117,43,36,9,107.57,5.95,0.0114,0.0736,696.22
2024-03-22,Content Marketing,Product Launch,ENT,APAC,489.99,97998,1450,76,49,12,10,1,253.65,6.39,0.0148,0.0529,787.5
2024-03-23,Google Ads,Q4 Holiday,SMB,EU,5436.8,362453,11763,1333,1035,292,236,29,183.25,4.08,0.0325,0.1134,135.42
2024-03-23,Google Ads,Q3 Feature,MM,US,6187.48,412498,11207,1371,1018,240,171,27,228.7,4.51,0.0272,0.1224,326.94
2024-03-23,Google Ads,Q3 Feature,ENT,EU,4092.64,272842,10500,609,438,117,88,14,273.95,6.71,0.0385,0.0581,729.06
2024-03-23,Facebook Ads,Q4 Holiday,SMB,US,3027.26,378406,5969,328,228,62,51,15,192.52,9.21,0.0158,0.0551,128.86
2024-03-23,Facebook Ads,Q3 Feature,MM,Canada,1996.56,249570,4660,531,417,106,95,21,90.9,3.76,0.0187,0.114,824.06
2024-03-23,Facebook Ads,Q2 Demo,ENT,EU,3151.03,393879,6868,553,423,97,69,11,284.05,5.7,0.0174,0.0805,703.11
2024-03-23,LinkedIn,Q1 Brand,SMB,US,427.53,17101,883,103,74,15,11,2,188.9,4.15,0.0517,0.1167,131.34
2024-03-23,LinkedIn,Q3 Feature,MM,Canada,484.45,19377,792,43,34,10,7,1,295.84,11.11,0.0409,0.055,252.51
2024-03-23,LinkedIn,Webinar Series,ENT,Canada,2056.73,82269,3839,244,156,37,31,5,358.06,8.4,0.0467,0.0638,557.56
2024-03-23,Content Marketing,Q2 Demo,SMB,EU,904.42,180883,1923,277,191,68,59,16,53.64,3.26,0.0106,0.1441,465.1
2024-03-23,Content Marketing,Q3 Feature,MM,APAC,642.73,128545,2189,126,78,20,14,2,279.32,5.09,0.017,0.0577,267.51
2024-03-23,Content Marketing,Q2 Demo,ENT,EU,1264.27,252854,3719,203,149,32,29,3,326.24,6.22,0.0147,0.0546,612.05
2024-03-24,Google Ads,Q4 Holiday,SMB,Canada,2078.99,138599,5800,526,389,80,70,20,101.09,3.95,0.0418,0.0908,246.31
2024-03-24,Google Ads,Q4 Holiday,MM,APAC,8110.67,540711,15948,1540,1162,342,281,44,183.78,5.27,0.0295,0.0966,407.09
2024-03-24,Google Ads,Q4 Holiday,ENT,US,6435.96,429063,14698,1006,765,215,161,24,266.74,6.39,0.0343,0.0685,748.78
2024-03-24,Facebook Ads,Q1 Brand,SMB,Canada,4195.98,524497,9767,1220,929,251,208,35,116.62,3.44,0.0186,0.125,213.37
2024-03-24,Facebook Ads,Webinar Series,MM,Canada,2556.74,319592,6022,465,304,112,86,17,144.69,5.5,0.0188,0.0773,517.34
2024-03-24,Facebook Ads,Q2 Demo,ENT,EU,2567.96,320994,8740,476,288,108,78,10,246.18,5.39,0.0272,0.0545,811.41
2024-03-24,LinkedIn,Webinar Series,SMB,APAC,471.27,18850,820,99,75,21,16,4,114.61,4.74,0.0435,0.1211,217.14
2024-03-24,LinkedIn,Q1 Brand,MM,US,476.92,19076,586,76,49,19,14,3,143.93,6.25,0.0307,0.1302,520.07
2024-03-24,LinkedIn,Q3 Feature,ENT,Canada,961.44,38457,1649,135,93,26,22,2,415.77,7.09,0.0429,0.0822,480.03
2024-03-24,Content Marketing,Webinar Series,SMB,Canada,1272.4,254479,4203,598,429,117,93,16,75.9,2.12,0.0165,0.1425,328.39
2024-03-24,Content Marketing,Q3 Feature,MM,US,753.74,150747,2068,152,112,37,33,6,117.83,4.94,0.0137,0.0738,635.53
2024-03-24,Content Marketing,Q1 Brand,ENT,Canada,1629.62,325923,3534,178,139,30,22,3,449.21,9.14,0.0108,0.0504,444.22
2024-03-25,Google Ads,Q2 Demo,SMB,APAC,8086.72,539114,13440,1363,1036,332,246,59,134.87,5.93,0.0249,0.1015,184.36
2024-03-25,Google Ads,Product Launch,MM,APAC,7552.35,503489,17494,1398,924,364,303,79,94.6,5.4,0.0347,0.0799,791.85
2024-03-25,Google Ads,Q4 Holiday,ENT,APAC,2614.79,174319,5290,192,122,37,28,4,528.77,13.56,0.0303,0.0365,377.23
2024-03-25,Facebook Ads,Q1 Brand,SMB,Canada,2121.05,265131,5617,413,247,55,49,14,144.6,5.14,0.0212,0.0735,171.89
2024-03-25,Facebook Ads,Q1 Brand,MM,EU,2634.32,329290,7250,670,532,146,122,31,84.92,3.93,0.022,0.0925,882.19
2024-03-25,Facebook Ads,Q3 Feature,ENT,APAC,2847.7,355962,6207,314,206,46,38,6,440.35,9.05,0.0174,0.0507,453.19
2024-03-25,LinkedIn,Q1 Brand,SMB,Canada,243.12,9724,566,78,51,12,10,2,97.3,3.12,0.0583,0.1377,255.94
2024-03-25,LinkedIn,Webinar Series,MM,Canada,614.48,24579,915,42,31,12,9,1,508.16,14.59,0.0373,0.046,146.59
2024-03-25,LinkedIn,Webinar Series,ENT,APAC,1685.66,67426,1445,40,24,8,6,0,1685.66,41.99,0.0214,0.0278,83.75
2024-03-25,Content Marketing,Webinar Series,SMB,US,1155.2,231040,3119,367,242,79,60,19,59.91,3.15,0.0135,0.1177,416.31
2024-03-25,Content Marketing,Q2 Demo,MM,US,1235.24,247048,3040,187,121,47,37,6,179.98,6.59,0.0123,0.0616,415.71
2024-03-25,Content Marketing,Q4 Holiday,ENT,APAC,1270.8,254159,3563,90,58,16,12,1,873.32,14.0,0.014,0.0255,228.01
2024-03-26,Google Ads,Q3 Feature,SMB,APAC,3227.03,215135,9029,856,546,153,136,34,92.23,3.77,0.042,0.0949,270.05
2024-03-26,Google Ads,Q2 Demo,MM,EU,7268.8,484586,13122,872,533,139,101,18,385.24,8.33,0.0271,0.0665,193.68
2024-03-26,Google Ads,Webinar Series,ENT,Canada,5796.02,386401,11729,593,400,120,98,13,420.15,9.77,0.0304,0.0506,475.03
2024-03-26,Facebook Ads,Webinar Series,SMB,US,1864.25,233031,3696,525,335,73,64,17,106.93,3.55,0.0159,0.1421,232.79
2024-03-26,Facebook Ads,Q1 Brand,MM,US,3693.22,461652,5488,322,231,70,52,9,378.38,11.46,0.0119,0.0587,197.21
2024-03-26,Facebook Ads,Q2 Demo,ENT,APAC,4407.24,550904,10515,391,277,94,81,12,348.6,11.26,0.0191,0.0372,572.72
2024-03-26,LinkedIn,Q4 Holiday,SMB,Canada,294.78,11791,571,89,53,15,11,3,81.82,3.31,0.0484,0.1559,304.57
2024-03-26,LinkedIn,Q2 Demo,MM,EU,279.05,11162,568,56,42,16,14,3,91.45,4.95,0.0509,0.0992,819.11
2024-03-26,LinkedIn,Q3 Feature,ENT,APAC,2532.69,101307,4323,298,184,43,37,6,414.07,8.49,0.0427,0.069,482.01
2024-03-26,Content Marketing,Q2 Demo,SMB,Canada,1391.62,278324,2856,235,146,31,25,8,172.39,5.9,0.0103,0.0826,144.02
2024-03-26,Content Marketing,Webinar Series,MM,APAC,1507.7,301540,4653,70,47,9,7,1,937.43,21.43,0.0154,0.0151,79.01
2024-03-26,Content Marketing,Webinar Series,ENT,APAC,1268.66,253731,2481,116,70,15,12,2,564.69,10.87,0.0098,0.047,353.18
2024-03-27,Google Ads,Webinar Series,SMB,Canada,5868.39,391226,14952,2623,1589,581,498,155,37.65,2.24,0.0382,0.1755,663.07
2024-03-27,Google Ads,Product Launch,MM,APAC,6317.68,421178,11750,790,527,149,120,21,291.77,7.99,0.0279,0.0673,256.05
2024-03-27,Google Ads,Q4 Holiday,ENT,US,2373.54,158235,5341,273,185,48,42,5,405.2,8.67,0.0338,0.0512,492.58
2024-03-27,Facebook Ads,Q3 Feature,SMB,APAC,3616.42,452052,9809,788,582,140,110,27,130.98,4.59,0.0217,0.0803,189.86
2024-03-27,Facebook Ads,Product Launch,MM,US,2891.86,361482,8837,852,648,185,159,40,70.96,3.39,0.0244,0.0964,1055.89
2024-03-27,Facebook Ads,Q4 Holiday,ENT,APAC,3696.14,462017,9130,47,35,12,10,1,2990.89,78.46,0.0198,0.0052,65.87
2024-03-27,LinkedIn,Product Launch,SMB,US,473.4,18935,627,123,94,19,17,3,120.83,3.83,0.0331,0.1971,205.91
2024-03-27,LinkedIn,Webinar Series,MM,Canada,223.71,8948,420,22,15,3,2,0,223.71,10.16,0.047,0.0524,128.52
2024-03-27,LinkedIn,Q3 Feature,ENT,EU,1856.05,74241,3504,161,113,39,31,3,567.43,11.53,0.0472,0.046,351.47
2024-03-27,Content Marketing,Product Launch,SMB,US,1155.17,231033,4343,203,152,48,37,7,164.43,5.69,0.0188,0.0468,151.04
2024-03-27,Content Marketing,Webinar Series,MM,Canada,848.71,169742,2236,84,59,13,11,3,272.9,10.08,0.0132,0.0376,273.82
2024-03-27,Content Marketing,Q2 Demo,ENT,Canada,865.72,173144,2935,166,110,35,25,3,227.38,5.2,0.017,0.0567,878.57
2024-03-28,Google Ads,Q2 Demo,SMB,EU,3819.24,254615,9274,1340,962,279,243,72,52.66,2.85,0.0364,0.1445,473.73
2024-03-28,Google Ads,Q1 Brand,MM,US,4998.1,333206,13063,1087,769,223,166,37,131.83,4.59,0.0392,0.0833,567.89
2024-03-28,Google Ads,Q2 Demo,ENT,US,1432.35,95490,3470,192,129,37,27,4,353.4,7.44,0.0363,0.0555,564.93
2024-03-28,Facebook Ads,Q4 Holiday,SMB,APAC,4514.71,564339,12213,1568,1020,250,176,34,132.74,2.88,0.0216,0.1284,187.34
2024-03-28,Facebook Ads,Q4 Holiday,MM,EU,2606.62,325827,5522,341,218,69,49,9,286.43,7.64,0.017,0.0618,260.84
2024-03-28,Facebook Ads,Q4 Holiday,ENT,EU,2685.59,335698,4571,230,157,40,29,4,617.39,11.63,0.0136,0.0505,322.95
2024-03-28,LinkedIn,Q4 Holiday,SMB,Canada,304.34,12173,744,104,74,27,19,4,74.96,2.92,0.0612,0.1399,332.51
2024-03-28,LinkedIn,Product Launch,MM,US,631.79,25271,1383,122,84,32,23,4,153.57,5.17,0.0548,0.0883,487.38
2024-03-28,LinkedIn,Product Launch,ENT,EU,1365.35,54614,3212,155,123,46,35,5,243.41,8.79,0.0588,0.0483,820.67
2024-03-28,Content Marketing,Webinar Series,SMB,EU,878.17,175634,1797,94,56,13,10,2,322.3,9.3,0.0102,0.0525,76.57
2024-03-28,Content Marketing,Webinar Series,MM,APAC,623.95,124789,1791,159,98,32,27,6,101.13,3.9,0.0144,0.0893,740.64
2024-03-28,Content Marketing,Product Launch,ENT,Canada,1043.13,208625,3076,161,121,26,21,3,308.03,6.48,0.0147,0.0524,648.29
2024-03-29,Google Ads,Webinar Series,SMB,Canada,4020.57,268038,8349,907,629,244,179,47,84.86,4.43,0.0312,0.1087,293.61
2024-03-29,Google Ads,Q3 Feature,MM,EU,3124.53,208301,7597,474,314,80,71,9,336.63,6.58,0.0365,0.0625,221.8
2024-03-29,Google Ads,Q4 Holiday,ENT,APAC,5709.72,380647,11449,531,338,111,94,15,369.34,10.74,0.0301,0.0464,540.51
2024-03-29,Facebook Ads,Webinar Series,SMB,APAC,1881.94,235242,5799,679,522,151,119,34,54.49,2.77,0.0247,0.1171,457.79
2024-03-29,Facebook Ads,Product Launch,MM,APAC,2750.63,343828,5277,369,254,90,75,15,180.11,7.44,0.0153,0.0701,415.42
2024-03-29,Facebook Ads,Webinar Series,ENT,Canada,3730.28,466285,9775,494,374,115,88,12,302.21,7.54,0.021,0.0506,660.79
2024-03-29,LinkedIn,Q2 Demo,SMB,EU,709.68,28387,1256,229,174,58,45,13,53.57,3.09,0.0443,0.1828,465.72
2024-03-29,LinkedIn,Q3 Feature,MM,APAC,782.48,31299,1426,66,41,15,11,1,499.98,11.71,0.0456,0.0468,149.01
2024-03-29,LinkedIn,Q2 Demo,ENT,APAC,1477.58,59103,3608,271,166,53,45,5,263.88,5.44,0.0611,0.0752,756.93
2024-03-29,Content Marketing,Q3 Feature,SMB,EU,885.58,177115,2858,372,289,86,69,19,44.38,2.37,0.0161,0.1305,562.29
2024-03-29,Content Marketing,Product Launch,MM,Canada,486.82,97363,1345,57,37,9,8,1,418.36,8.54,0.0138,0.0424,178.27
2024-03-29,Content Marketing,Q3 Feature,ENT,Canada,1061.35,212270,2868,122,74,19,16,1,547.47,8.67,0.0135,0.0427,364.32
2024-03-30,Google Ads,Q3 Feature,SMB,APAC,4603.18,306878,11526,577,447,157,126,16,278.07,7.97,0.0376,0.0501,88.91
2024-03-30,Google Ads,Q3 Feature,MM,US,6362.33,424155,16170,1292,1010,351,284,56,112.15,4.92,0.0381,0.0799,667.75
