deal_id,account,segment,owner,stage,amount,created_at,expected_close,last_stage_change,days_in_stage,probability,expected_value,status,source_channel
DEAL_0395,Account_072,SMB,Alice Johnson,Demo,39638.03,2025-08-13,2026-05-11,2025-08-13,48,0.528,20925.07,Open,LinkedIn
DEAL_0396,Account_098,ENT,Frank Miller,Closed_Won,103332.39,2025-02-11,2025-04-25,2025-02-16,226,1.0,103332.39,Closed_Won,LinkedIn
DEAL_0397,Account_402,ENT,Alice Johnson,Discovery,431464.4,2025-08-08,2025-12-12,2025-10-03,-3,0.237,102254.74,Open,Google Ads
DEAL_0398,Account_353,SMB,Eva Brown,Negotiation,35057.86,2025-07-16,2025-11-20,2025-08-06,55,0.747,26204.55,Open,Content Marketing
DEAL_0399,Account_062,MM,Bob Smith,Demo,153197.71,2025-05-12,2025-12-07,2025-06-10,112,0.392,60097.89,Open,LinkedIn
DEAL_0400,Account_343,SMB,Alice Johnson,Closed_Lost,14390.78,2024-08-03,2024-11-12,2024-08-31,395,0.0,0.0,Closed_Lost,Referral
DEAL_0401,Account_500,ENT,Carol Davis,Demo,213932.73,2024-05-29,2025-01-13,2024-06-29,458,0.447,95727.5,Open,LinkedIn
DEAL_0402,Account_393,ENT,Carol Davis,Closed_Won,299286.49,2025-02-11,2025-04-05,2025-02-27,215,0.907,271433.41,Closed_Won,Inbound
DEAL_0403,Account_377,SMB,Bob Smith,Negotiation,12605.81,2025-01-25,2025-09-10,2025-03-07,207,0.712,8981.54,Open,Inbound
DEAL_0404,Account_007,SMB,Frank Miller,Discovery,20588.58,2024-05-12,2024-07-26,2024-05-25,493,0.243,5001.1,Open,Facebook Ads
DEAL_0405,Account_175,MM,Bob Smith,Closed_Won,160599.8,2025-03-22,2025-08-23,2025-03-28,186,1.0,160599.8,Closed_Won,Referral
DEAL_0406,Account_160,ENT,Frank Miller,Closed_Lost,290494.68,2024-11-14,2025-03-11,2025-01-13,260,0.0,0.0,Closed_Lost,Content Marketing
DEAL_0407,Account_067,ENT,Bob Smith,Demo,147582.22,2024-05-02,2024-07-28,2024-06-29,458,0.412,60740.78,Open,LinkedIn
DEAL_0408,Account_205,MM,Bob Smith,Closed_Won,36568.74,2024-04-23,2024-07-13,2024-06-11,476,0.931,34029.01,Closed_Won,Google Ads
DEAL_0409,Account_446,MM,Eva Brown,Closed_Won,73093.17,2025-04-15,2025-08-01,2025-06-14,108,0.885,64651.02,Closed_Won,Inbound
DEAL_0410,Account_382,SMB,Alice Johnson,Demo,27211.39,2024-06-15,2025-03-26,2024-06-21,466,0.441,12007.03,Open,Facebook Ads
DEAL_0411,Account_244,SMB,Frank Miller,Closed_Won,20495.94,2025-03-23,2025-06-29,2025-03-24,190,1.0,20495.94,Closed_Won,Referral
DEAL_0412,Account_282,MM,Alice Johnson,Negotiation,17134.89,2025-01-02,2025-04-02,2025-03-02,212,0.721,12358.03,Open,LinkedIn
DEAL_0413,Account_221,MM,Eva Brown,Demo,18283.99,2025-04-29,2025-10-07,2025-05-31,122,0.461,8424.08,Open,LinkedIn
DEAL_0414,Account_026,SMB,Frank Miller,Closed_Won,36597.01,2024-12-25,2025-04-28,2024-12-31,273,0.865,31652.37,Closed_Won,Content Marketing
DEAL_0415,Account_207,ENT,Bob Smith,Closed_Won,84959.7,2025-03-16,2025-06-29,2025-03-28,186,0.83,70531.0,Closed_Won,Referral
DEAL_0416,Account_056,MM,Frank Miller,Closed_Lost,77919.27,2024-05-13,2024-08-07,2024-06-09,478,0.0,0.0,Closed_Lost,Google Ads
DEAL_0417,Account_028,ENT,Alice Johnson,Demo,164557.34,2025-06-09,2025-10-03,2025-06-16,106,0.433,71325.94,Open,Referral
DEAL_0418,Account_142,MM,Bob Smith,Demo,41818.08,2025-07-25,2026-02-06,2025-07-31,61,0.501,20948.11,Open,Referral
DEAL_0419,Account_113,ENT,Frank Miller,Closed_Won,242004.38,2024-08-25,2025-01-02,2024-08-31,395,0.882,213335.01,Closed_Won,Inbound
DEAL_0420,Account_105,MM,Carol Davis,Closed_Won,49262.35,2025-03-04,2025-05-16,2025-04-23,160,0.913,44966.33,Closed_Won,Inbound
DEAL_0421,Account_049,MM,Bob Smith,Closed_Lost,174346.53,2024-12-10,2025-04-02,2024-12-10,294,0.0,0.0,Closed_Lost,Referral
DEAL_0422,Account_437,ENT,Frank Miller,Closed_Lost,183052.82,2024-05-30,2024-09-21,2024-06-18,469,0.0,0.0,Closed_Lost,Facebook Ads
DEAL_0423,Account_171,SMB,David Wilson,Negotiation,51671.05,2025-07-21,2025-10-31,2025-08-01,60,0.733,37859.21,Open,Facebook Ads
DEAL_0424,Account_091,SMB,Carol Davis,Closed_Won,20360.43,2024-07-19,2024-11-11,2024-07-20,437,0.964,19622.64,Closed_Won,Google Ads
DEAL_0425,Account_001,SMB,David Wilson,Discovery,15525.79,2024-10-05,2025-04-04,2024-11-11,323,0.293,4554.48,Open,Facebook Ads
DEAL_0426,Account_291,MM,Frank Miller,Discovery,41002.81,2025-08-15,2026-05-11,2025-08-16,45,0.272,11140.78,Open,LinkedIn
DEAL_0427,Account_076,SMB,Alice Johnson,Closed_Lost,35309.34,2024-05-03,2024-06-13,2024-06-20,467,0.0,0.0,Closed_Lost,Google Ads
DEAL_0428,Account_180,MM,Eva Brown,Negotiation,222186.07,2024-06-24,2024-12-26,2024-08-10,416,0.633,140658.84,Open,LinkedIn
DEAL_0429,Account_007,ENT,Carol Davis,Closed_Won,189148.7,2025-01-14,2025-05-17,2025-02-12,230,0.951,179898.56,Closed_Won,LinkedIn
DEAL_0430,Account_439,ENT,Eva Brown,Negotiation,391792.58,2024-04-18,2025-01-01,2024-05-30,488,0.777,304233.77,Open,Content Marketing
DEAL_0431,Account_011,SMB,Bob Smith,Negotiation,10540.53,2024-04-17,2024-12-19,2024-05-27,491,0.843,8885.26,Open,Content Marketing
DEAL_0432,Account_126,SMB,Eva Brown,Demo,31868.14,2024-09-30,2025-04-05,2024-10-01,364,0.403,12855.7,Open,Inbound
DEAL_0433,Account_046,ENT,Bob Smith,Closed_Won,156576.07,2024-09-27,2024-12-18,2024-11-13,321,0.87,136222.99,Closed_Won,Content Marketing
DEAL_0434,Account_348,ENT,Eva Brown,Discovery,177457.43,2024-12-24,2025-10-04,2025-02-02,240,0.254,45030.35,Open,Content Marketing
DEAL_0435,Account_179,ENT,Carol Davis,Demo,158232.32,2025-01-02,2025-10-22,2025-02-14,228,0.43,67997.03,Open,Content Marketing
DEAL_0436,Account_022,ENT,Eva Brown,Closed_Won,64676.58,2024-12-22,2025-04-10,2025-01-03,270,1.0,64676.58,Closed_Won,Referral
DEAL_0437,Account_233,ENT,Eva Brown,Negotiation,51997.68,2025-05-28,2025-11-14,2025-07-17,75,0.752,39119.47,Open,LinkedIn
DEAL_0438,Account_351,MM,Bob Smith,Discovery,25482.57,2025-09-22,2026-03-28,2025-11-20,-51,0.251,6402.82,Open,Content Marketing
DEAL_0439,Account_286,ENT,Frank Miller,Demo,199145.17,2024-04-13,2024-08-25,2024-05-22,496,0.468,93229.92,Open,Facebook Ads
DEAL_0440,Account_151,MM,Alice Johnson,Closed_Won,125820.91,2024-12-09,2025-01-24,2025-01-29,244,1.0,125820.91,Closed_Won,Content Marketing
DEAL_0441,Account_064,SMB,Alice Johnson,Demo,11176.96,2024-12-15,2025-09-12,2025-01-21,252,0.447,5000.36,Open,Content Marketing
DEAL_0442,Account_428,MM,Alice Johnson,Discovery,250648.77,2024-07-17,2024-12-14,2024-08-28,398,0.253,63408.5,Open,Google Ads
DEAL_0443,Account_403,MM,Eva Brown,Demo,45544.02,2024-10-07,2025-07-18,2024-10-25,340,0.446,20331.46,Open,Inbound
DEAL_0444,Account_074,ENT,Frank Miller,Demo,152894.97,2025-07-04,2026-03-03,2025-07-21,71,0.397,60708.38,Open,Facebook Ads
DEAL_0445,Account_017,MM,David Wilson,Closed_Lost,126336.71,2025-07-10,2025-09-05,2025-07-24,68,0.0,0.0,Closed_Lost,LinkedIn
DEAL_0446,Account_051,SMB,Carol Davis,Closed_Won,12827.88,2024-07-25,2024-12-04,2024-09-20,375,0.991,12708.23,Closed_Won,LinkedIn
DEAL_0447,Account_348,ENT,Carol Davis,Negotiation,134530.75,2025-04-06,2025-10-27,2025-05-03,150,0.63,84738.31,Open,Referral
DEAL_0448,Account_284,SMB,Bob Smith,Demo,12322.98,2025-01-17,2025-04-21,2025-02-12,230,0.393,4843.32,Open,LinkedIn
DEAL_0449,Account_322,MM,David Wilson,Discovery,72416.22,2024-11-30,2025-06-23,2025-01-28,245,0.239,17274.97,Open,Referral
DEAL_0450,Account_270,SMB,David Wilson,Closed_Won,15475.87,2024-07-10,2024-09-02,2024-07-18,439,0.961,14869.39,Closed_Won,Inbound
DEAL_0451,Account_219,MM,David Wilson,Closed_Lost,117449.58,2024-09-29,2024-12-17,2024-10-21,344,0.0,0.0,Closed_Lost,Content Marketing
DEAL_0452,Account_491,MM,David Wilson,Closed_Won,136812.23,2025-09-02,2026-02-22,2025-09-03,27,0.977,133688.63,Closed_Won,Google Ads
DEAL_0453,Account_298,SMB,Eva Brown,Closed_Lost,55709.71,2024-11-25,2025-03-25,2024-12-10,294,0.0,0.0,Closed_Lost,LinkedIn
DEAL_0454,Account_433,SMB,David Wilson,Closed_Lost,19578.21,2024-12-04,2024-12-30,2025-01-21,252,0.0,0.0,Closed_Lost,Facebook Ads
DEAL_0455,Account_448,MM,Eva Brown,Discovery,35468.41,2024-06-14,2025-03-07,2024-08-01,425,0.242,8595.61,Open,Content Marketing
DEAL_0456,Account_333,SMB,Alice Johnson,Discovery,30996.15,2025-08-05,2025-12-12,2025-09-27,3,0.265,8223.02,Open,LinkedIn
DEAL_0457,Account_354,ENT,Carol Davis,Discovery,150085.3,2024-12-07,2025-06-29,2025-01-06,267,0.318,47779.24,Open,Google Ads
DEAL_0458,Account_028,SMB,Frank Miller,Closed_Lost,22937.47,2024-04-25,2024-08-17,2024-06-09,478,0.0,0.0,Closed_Lost,Facebook Ads
DEAL_0459,Account_459,ENT,Frank Miller,Demo,467595.87,2024-05-11,2024-08-13,2024-05-25,493,0.477,223193.2,Open,Inbound
DEAL_0460,Account_004,SMB,David Wilson,Negotiation,28070.53,2024-11-16,2025-07-18,2025-01-14,259,0.715,20074.1,Open,Referral
DEAL_0461,Account_079,ENT,Eva Brown,Demo,263396.35,2025-06-05,2025-08-21,2025-06-05,117,0.523,137718.29,Open,Google Ads
DEAL_0462,Account_243,ENT,Alice Johnson,Discovery,230317.88,2025-01-20,2025-05-12,2025-01-26,247,0.213,49115.09,Open,Referral
DEAL_0463,Account_208,MM,David Wilson,Closed_Won,9444.91,2025-08-05,2025-10-05,2025-08-24,37,1.0,9444.91,Closed_Won,Facebook Ads
DEAL_0464,Account_225,SMB,Frank Miller,Closed_Lost,15270.44,2025-01-07,2025-04-15,2025-02-19,223,0.0,0.0,Closed_Lost,Referral
DEAL_0465,Account_073,SMB,Frank Miller,Closed_Won,16682.11,2025-05-04,2025-06-08,2025-05-15,138,0.912,15212.57,Closed_Won,Inbound
DEAL_0466,Account_280,SMB,Bob Smith,Demo,17051.51,2024-04-25,2024-12-30,2024-06-08,479,0.42,7155.34,Open,Content Marketing
DEAL_0467,Account_492,MM,Eva Brown,Negotiation,119489.64,2024-12-08,2025-07-26,2024-12-14,290,0.793,94758.07,Open,Content Marketing
DEAL_0468,Account_410,MM,Alice Johnson,Negotiation,36331.85,2024-08-26,2025-01-31,2024-10-09,356,0.67,24328.53,Open,Content Marketing
DEAL_0469,Account_235,MM,Alice Johnson,Closed_Won,94156.78,2025-05-02,2025-06-08,2025-05-20,133,1.0,94156.78,Closed_Won,Referral
DEAL_0470,Account_334,MM,Frank Miller,Discovery,139738.52,2024-11-24,2025-01-31,2025-01-04,269,0.225,31431.0,Open,Referral
DEAL_0471,Account_452,MM,Frank Miller,Discovery,135785.3,2024-10-02,2025-01-05,2024-10-31,334,0.206,27916.54,Open,Content Marketing
DEAL_0472,Account_439,MM,Eva Brown,Discovery,66404.01,2025-04-21,2025-09-19,2025-05-23,130,0.262,17409.52,Open,Facebook Ads
DEAL_0473,Account_090,MM,Frank Miller,Closed_Lost,21546.32,2024-08-27,2024-11-20,2024-08-31,395,0.0,0.0,Closed_Lost,Facebook Ads
DEAL_0474,Account_440,MM,Bob Smith,Closed_Lost,166252.09,2024-10-18,2025-01-04,2024-12-02,302,0.0,0.0,Closed_Lost,LinkedIn
DEAL_0475,Account_430,ENT,Frank Miller,Negotiation,101778.37,2024-08-23,2024-11-08,2024-10-20,345,0.745,75813.92,Open,Content Marketing
DEAL_0476,Account_475,MM,Eva Brown,Closed_Won,120510.9,2025-03-30,2025-09-23,2025-05-14,139,0.888,106981.61,Closed_Won,Inbound
DEAL_0477,Account_302,ENT,Eva Brown,Negotiation,176264.45,2025-05-21,2026-01-14,2025-06-10,112,0.818,144233.46,Open,LinkedIn
DEAL_0478,Account_016,ENT,Frank Miller,Closed_Lost,70252.85,2024-08-13,2024-09-10,2024-08-15,411,0.0,0.0,Closed_Lost,Facebook Ads
DEAL_0479,Account_348,SMB,David Wilson,Discovery,10396.73,2025-06-14,2025-12-18,2025-08-12,49,0.226,2353.86,Open,LinkedIn
DEAL_0480,Account_090,SMB,Frank Miller,Demo,19425.36,2025-06-15,2026-04-01,2025-08-10,51,0.473,9190.33,Open,Content Marketing
DEAL_0481,Account_059,MM,Alice Johnson,Discovery,49255.19,2025-07-29,2026-03-02,2025-08-14,47,0.253,12468.39,Open,Inbound
DEAL_0482,Account_090,SMB,Carol Davis,Closed_Won,17730.06,2024-09-12,2024-10-19,2024-11-10,324,0.947,16789.28,Closed_Won,Google Ads
DEAL_0483,Account_294,ENT,Eva Brown,Closed_Won,479997.27,2024-09-09,2024-11-12,2024-10-19,346,0.885,424786.63,Closed_Won,Facebook Ads
DEAL_0484,Account_147,SMB,Bob Smith,Negotiation,36541.65,2024-05-16,2024-11-04,2024-06-28,459,0.75,27403.32,Open,Facebook Ads
DEAL_0485,Account_415,ENT,Bob Smith,Demo,133677.45,2024-07-13,2025-04-07,2024-08-15,411,0.395,52830.86,Open,Google Ads
DEAL_0486,Account_415,ENT,Bob Smith,Discovery,89653.47,2025-06-24,2025-10-14,2025-06-26,96,0.232,20757.82,Open,Google Ads
DEAL_0487,Account_350,MM,Frank Miller,Closed_Won,68542.6,2025-07-19,2025-11-13,2025-07-30,62,1.0,68542.6,Closed_Won,Inbound
DEAL_0488,Account_107,ENT,Eva Brown,Closed_Lost,162089.7,2024-05-10,2024-06-23,2024-07-02,455,0.0,0.0,Closed_Lost,Content Marketing
DEAL_0489,Account_287,ENT,Bob Smith,Negotiation,188580.36,2024-09-30,2025-05-06,2024-11-26,308,0.786,148178.59,Open,Google Ads
DEAL_0490,Account_041,MM,Bob Smith,Closed_Won,110428.67,2024-09-10,2024-10-28,2024-10-16,349,0.861,95112.6,Closed_Won,Referral
DEAL_0491,Account_027,MM,Eva Brown,Discovery,63322.66,2025-06-02,2025-12-06,2025-06-16,106,0.281,17773.73,Open,Referral
DEAL_0492,Account_149,MM,Carol Davis,Discovery,34049.53,2025-02-13,2025-11-10,2025-04-14,169,0.252,8575.64,Open,Content Marketing
DEAL_0493,Account_081,ENT,Carol Davis,Negotiation,177456.69,2025-07-23,2026-05-02,2025-09-16,14,0.707,125550.49,Open,Google Ads
DEAL_0494,Account_313,ENT,Eva Brown,Closed_Lost,609028.6,2025-01-26,2025-04-22,2025-03-26,188,0.0,0.0,Closed_Lost,LinkedIn
DEAL_0495,Account_457,MM,Alice Johnson,Closed_Lost,185707.93,2025-08-03,2025-10-31,2025-09-16,14,0.0,0.0,Closed_Lost,Referral
DEAL_0496,Account_216,MM,Carol Davis,Negotiation,98853.77,2025-08-31,2025-11-07,2025-09-21,9,0.707,69860.79,Open,Facebook Ads
DEAL_0497,Account_419,MM,Frank Miller,Discovery,53401.13,2025-05-11,2025-08-31,2025-06-15,107,0.26,13896.77,Open,LinkedIn
DEAL_0498,Account_413,ENT,Eva Brown,Discovery,269806.65,2025-02-01,2025-08-06,2025-02-05,237,0.265,71485.18,Open,Referral
DEAL_0499,Account_214,ENT,Eva Brown,Discovery,260340.96,2024-10-11,2024-12-28,2024-12-10,294,0.217,56387.11,Open,Inbound
DEAL_0500,Account_371,ENT,Alice Johnson,Discovery,113733.65,2024-05-28,2024-08-29,2024-06-14,473,0.271,30850.09,Open,Google Ads
DEAL_0501,Account_180,SMB,David Wilson,Closed_Won,9389.98,2024-04-29,2024-07-25,2024-06-09,478,1.0,9389.98,Closed_Won,Content Marketing
DEAL_0502,Account_014,MM,Bob Smith,Demo,70130.66,2025-09-09,2026-07-04,2025-09-12,18,0.488,34239.97,Open,Referral
DEAL_0503,Account_027,ENT,David Wilson,Closed_Won,267722.82,2025-09-12,2026-03-02,2025-10-12,-12,0.934,249946.55,Closed_Won,Content Marketing
DEAL_0504,Account_282,ENT,Bob Smith,Demo,121725.97,2024-07-17,2025-03-13,2024-08-13,413,0.426,51913.05,Open,Google Ads
DEAL_0505,Account_176,MM,David Wilson,Discovery,106221.44,2024-09-19,2025-02-16,2024-10-01,364,0.192,20441.75,Open,Google Ads
DEAL_0506,Account_117,SMB,David Wilson,Demo,27046.71,2025-06-28,2026-01-24,2025-06-28,94,0.41,11096.28,Open,Inbound
DEAL_0507,Account_369,ENT,Bob Smith,Closed_Lost,228583.62,2025-08-15,2025-09-05,2025-10-09,-9,0.0,0.0,Closed_Lost,Google Ads
DEAL_0508,Account_145,SMB,Alice Johnson,Discovery,10888.56,2025-05-24,2025-11-12,2025-06-04,118,0.244,2660.38,Open,LinkedIn
DEAL_0509,Account_311,MM,David Wilson,Closed_Lost,82337.8,2025-01-23,2025-03-21,2025-01-31,242,0.0,0.0,Closed_Lost,Content Marketing
DEAL_0510,Account_481,ENT,Eva Brown,Discovery,183603.16,2025-07-14,2025-10-01,2025-07-30,62,0.219,40296.82,Open,Facebook Ads
DEAL_0511,Account_155,MM,Carol Davis,Negotiation,39500.42,2025-02-17,2025-08-09,2025-04-03,180,0.647,25542.81,Open,Referral
DEAL_0512,Account_164,MM,Frank Miller,Demo,104576.14,2024-04-09,2025-01-22,2024-04-26,522,0.445,46515.4,Open,Referral
DEAL_0513,Account_211,ENT,Frank Miller,Discovery,192884.22,2025-08-06,2026-01-01,2025-10-02,-2,0.207,39996.99,Open,Referral
DEAL_0514,Account_071,MM,Eva Brown,Negotiation,73503.02,2025-07-12,2025-11-01,2025-09-08,22,0.798,58620.33,Open,Facebook Ads
DEAL_0515,Account_372,MM,Bob Smith,Closed_Lost,24838.24,2025-02-27,2025-04-03,2025-03-22,192,0.0,0.0,Closed_Lost,Google Ads
DEAL_0516,Account_256,SMB,Alice Johnson,Closed_Won,11401.0,2024-06-23,2024-08-21,2024-06-24,463,0.958,10921.84,Closed_Won,LinkedIn
DEAL_0517,Account_495,MM,Alice Johnson,Closed_Lost,43680.12,2024-09-02,2024-10-30,2024-10-24,341,0.0,0.0,Closed_Lost,Google Ads
DEAL_0518,Account_442,MM,David Wilson,Closed_Lost,83015.87,2024-09-02,2024-11-24,2024-09-03,392,0.0,0.0,Closed_Lost,Content Marketing
DEAL_0519,Account_095,MM,Frank Miller,Discovery,72605.55,2025-02-13,2025-06-05,2025-03-09,205,0.258,18765.79,Open,Content Marketing
DEAL_0520,Account_391,ENT,Carol Davis,Discovery,135357.87,2024-11-22,2025-01-29,2024-12-26,278,0.222,30106.75,Open,Google Ads
DEAL_0521,Account_303,ENT,Bob Smith,Negotiation,358759.08,2025-01-05,2025-09-29,2025-02-22,220,0.843,302521.49,Open,Google Ads
DEAL_0522,Account_374,MM,Frank Miller,Closed_Lost,114535.12,2024-07-13,2024-09-25,2024-09-01,394,0.0,0.0,Closed_Lost,Google Ads
DEAL_0523,Account_348,SMB,Carol Davis,Closed_Lost,15360.96,2024-08-29,2024-12-19,2024-10-27,338,0.0,0.0,Closed_Lost,Referral
DEAL_0524,Account_492,MM,David Wilson,Closed_Won,106186.15,2024-04-17,2024-07-22,2024-04-27,521,1.0,106186.15,Closed_Won,Content Marketing
DEAL_0525,Account_144,ENT,Frank Miller,Demo,89141.11,2025-05-18,2026-03-06,2025-05-18,135,0.489,43573.55,Open,LinkedIn
DEAL_0526,Account_203,SMB,Alice Johnson,Demo,32898.57,2024-12-02,2025-04-27,2025-01-07,266,0.435,14298.01,Open,Referral
DEAL_0527,Account_401,MM,Frank Miller,Negotiation,169998.4,2024-12-29,2025-08-14,2025-01-14,259,0.78,132628.65,Open,Referral
DEAL_0528,Account_165,SMB,Carol Davis,Discovery,15649.35,2024-11-20,2025-06-13,2025-01-01,272,0.247,3866.04,Open,Facebook Ads
DEAL_0529,Account_239,MM,Alice Johnson,Closed_Won,42443.46,2025-09-13,2026-02-02,2025-09-13,17,0.953,40454.92,Closed_Won,LinkedIn
DEAL_0530,Account_297,MM,Alice Johnson,Closed_Lost,114409.46,2025-02-19,2025-05-02,2025-02-22,220,0.0,0.0,Closed_Lost,LinkedIn
DEAL_0531,Account_093,ENT,Carol Davis,Closed_Lost,233496.25,2024-11-13,2024-12-11,2024-12-11,293,0.0,0.0,Closed_Lost,LinkedIn
DEAL_0532,Account_090,MM,Bob Smith,Closed_Won,94297.36,2025-05-23,2025-08-19,2025-07-02,90,1.0,94297.36,Closed_Won,Referral
DEAL_0533,Account_020,ENT,Bob Smith,Discovery,50291.65,2025-02-04,2025-05-04,2025-03-17,197,0.253,12719.36,Open,Inbound
DEAL_0534,Account_368,ENT,Bob Smith,Closed_Won,175069.76,2024-11-10,2024-12-20,2024-12-15,289,1.0,175069.76,Closed_Won,Google Ads
DEAL_0535,Account_433,ENT,Carol Davis,Negotiation,261988.28,2025-01-10,2025-03-15,2025-02-22,220,0.786,206008.3,Open,Referral
DEAL_0536,Account_040,ENT,Eva Brown,Discovery,142733.56,2025-02-02,2025-07-01,2025-02-08,234,0.25,35689.28,Open,Content Marketing
DEAL_0537,Account_167,SMB,Eva Brown,Closed_Lost,40073.62,2025-07-13,2025-09-01,2025-07-26,66,0.0,0.0,Closed_Lost,LinkedIn
DEAL_0538,Account_145,ENT,Bob Smith,Closed_Won,226011.54,2025-07-19,2025-12-05,2025-09-13,17,0.846,191297.13,Closed_Won,Google Ads
DEAL_0539,Account_460,MM,Frank Miller,Closed_Lost,71978.26,2024-09-27,2024-11-28,2024-10-23,342,0.0,0.0,Closed_Lost,LinkedIn
DEAL_0540,Account_023,MM,Carol Davis,Negotiation,55025.75,2025-08-30,2025-12-09,2025-09-22,8,0.755,41531.43,Open,Facebook Ads
DEAL_0541,Account_414,ENT,Carol Davis,Discovery,342146.47,2025-06-14,2026-01-15,2025-06-27,95,0.225,76990.14,Open,Referral
DEAL_0542,Account_426,ENT,Eva Brown,Closed_Lost,259795.89,2024-10-13,2024-11-29,2024-11-06,328,0.0,0.0,Closed_Lost,Google Ads
DEAL_0543,Account_041,ENT,Alice Johnson,Demo,127714.42,2024-09-05,2025-05-18,2024-10-16,349,0.38,48580.34,Open,Facebook Ads
DEAL_0544,Account_063,ENT,Eva Brown,Closed_Lost,244987.05,2024-07-29,2024-10-25,2024-09-13,382,0.0,0.0,Closed_Lost,Google Ads
DEAL_0545,Account_163,ENT,Carol Davis,Closed_Won,112732.57,2024-04-11,2024-09-21,2024-05-09,509,1.0,112732.57,Closed_Won,Facebook Ads
DEAL_0546,Account_410,ENT,Carol Davis,Negotiation,744078.74,2025-01-24,2025-06-17,2025-02-08,234,0.675,502214.64,Open,Facebook Ads
DEAL_0547,Account_228,MM,Frank Miller,Negotiation,48184.45,2025-06-04,2026-01-27,2025-06-19,103,0.717,34548.72,Open,Content Marketing
DEAL_0548,Account_040,MM,Carol Davis,Discovery,53990.24,2024-10-05,2025-04-26,2024-11-06,328,0.298,16107.03,Open,Inbound
DEAL_0549,Account_215,MM,Bob Smith,Closed_Lost,54551.62,2025-02-07,2025-04-25,2025-03-29,185,0.0,0.0,Closed_Lost,Referral
DEAL_0550,Account_209,SMB,Frank Miller,Closed_Lost,56090.39,2025-01-23,2025-05-22,2025-03-22,192,0.0,0.0,Closed_Lost,Referral
DEAL_0551,Account_175,ENT,Carol Davis,Demo,398794.73,2025-01-07,2025-09-27,2025-01-25,248,0.409,163196.74,Open,Google Ads
DEAL_0552,Account_295,SMB,David Wilson,Closed_Won,19178.43,2024-07-26,2025-01-01,2024-08-04,422,0.896,17184.41,Closed_Won,Inbound
DEAL_0553,Account_062,SMB,David Wilson,Demo,37319.15,2024-06-23,2024-08-25,2024-07-03,454,0.505,18851.24,Open,LinkedIn
DEAL_0554,Account_018,ENT,David Wilson,Closed_Won,131430.12,2025-06-19,2025-08-20,2025-08-13,48,0.964,126642.89,Closed_Won,Google Ads
DEAL_0555,Account_444,ENT,Eva Brown,Demo,159808.2,2025-07-18,2025-10-19,2025-08-19,42,0.38,60787.03,Open,Content Marketing
DEAL_0556,Account_286,MM,Bob Smith,Negotiation,50058.63,2025-05-23,2025-11-01,2025-07-06,86,0.808,40447.12,Open,Inbound
DEAL_0557,Account_460,MM,Carol Davis,Discovery,44355.51,2024-10-21,2025-08-06,2024-12-12,292,0.252,11191.98,Open,Referral
DEAL_0558,Account_038,ENT,Frank Miller,Closed_Lost,80054.21,2025-06-12,2025-10-02,2025-06-14,108,0.0,0.0,Closed_Lost,LinkedIn
DEAL_0559,Account_388,MM,David Wilson,Closed_Won,53490.04,2024-06-27,2024-11-15,2024-07-15,442,0.878,46955.31,Closed_Won,Inbound
DEAL_0560,Account_459,SMB,Alice Johnson,Demo,37116.77,2024-04-27,2024-07-17,2024-05-06,512,0.488,18116.63,Open,Referral
DEAL_0561,Account_225,ENT,Bob Smith,Negotiation,101457.53,2024-06-23,2024-11-27,2024-07-13,444,0.734,74448.14,Open,Referral
DEAL_0562,Account_119,ENT,Carol Davis,Closed_Lost,206301.86,2024-12-18,2025-04-15,2024-12-24,280,0.0,0.0,Closed_Lost,Content Marketing
DEAL_0563,Account_297,MM,Eva Brown,Discovery,32434.82,2024-04-18,2025-02-01,2024-05-21,497,0.282,9151.71,Open,Content Marketing
DEAL_0564,Account_092,MM,Bob Smith,Negotiation,39583.48,2024-09-02,2025-01-21,2024-10-20,345,0.844,33422.86,Open,Google Ads
DEAL_0565,Account_295,ENT,Eva Brown,Demo,77985.88,2024-07-17,2025-01-25,2024-08-03,423,0.48,37405.71,Open,LinkedIn
DEAL_0566,Account_148,SMB,Carol Davis,Negotiation,21396.43,2024-12-13,2025-03-25,2024-12-20,284,0.737,15773.29,Open,Content Marketing
DEAL_0567,Account_470,MM,Carol Davis,Demo,228388.85,2025-04-10,2025-08-21,2025-06-09,113,0.394,89885.08,Open,Referral
DEAL_0568,Account_106,SMB,Eva Brown,Demo,33658.81,2024-12-19,2025-03-25,2024-12-25,279,0.475,15984.81,Open,Referral
DEAL_0569,Account_276,SMB,Bob Smith,Discovery,133775.43,2025-08-21,2026-06-05,2025-09-24,6,0.223,29841.52,Open,Google Ads
DEAL_0570,Account_483,MM,Eva Brown,Discovery,51516.25,2024-09-17,2025-01-07,2024-10-05,360,0.27,13929.89,Open,Content Marketing
DEAL_0571,Account_233,ENT,Carol Davis,Closed_Won,173839.54,2024-04-15,2024-06-16,2024-06-07,480,0.954,165789.88,Closed_Won,Google Ads
DEAL_0572,Account_253,ENT,Carol Davis,Discovery,390948.33,2024-07-02,2025-04-15,2024-07-29,428,0.243,95131.72,Open,Google Ads
DEAL_0573,Account_041,SMB,Frank Miller,Negotiation,16005.72,2025-06-03,2025-10-31,2025-07-24,68,0.804,12876.06,Open,Facebook Ads
DEAL_0574,Account_172,ENT,Carol Davis,Discovery,260087.72,2024-10-31,2025-02-08,2024-12-02,302,0.242,62987.74,Open,Content Marketing
